video_name,frame_idx,active_side,elbow_angle,hip_angle,knee_angle,hip_deviation,label,error_type
18.mp4,40,right,158.74,178.59,123.85,0.0748,0,sagging
18.mp4,41,right,157.8,179.64,125.14,0.0772,0,sagging
18.mp4,42,right,156.17,179.39,126.63,0.0758,0,sagging
18.mp4,43,right,154.67,179.07,128.09,0.0752,0,sagging
18.mp4,44,right,151.02,179.26,129.13,0.0729,0,sagging
18.mp4,45,right,146.83,178.64,131.39,0.0712,0,sagging
18.mp4,46,right,140.77,176.81,133.28,0.0743,0,sagging
18.mp4,47,right,142.19,176.02,136.19,0.0708,0,sagging
18.mp4,48,right,140.31,173.07,138.61,0.0768,0,sagging
18.mp4,49,right,139.92,172.5,139.37,0.0772,0,sagging
18.mp4,50,right,141.54,172.65,139.45,0.077,0,sagging
18.mp4,51,right,136.25,172.06,140.85,0.0767,0,sagging
18.mp4,52,right,132.2,171.58,141.53,0.077,0,sagging
18.mp4,53,right,126.39,170.8,142.88,0.0773,0,sagging
18.mp4,54,right,126.14,169.49,144.01,0.0788,0,sagging
18.mp4,55,right,124.24,170.02,144.9,0.075,0,sagging
18.mp4,56,right,118.74,168.37,147.25,0.0754,0,sagging
18.mp4,57,right,107.14,169.56,147.09,0.0721,0,sagging
18.mp4,58,right,94.49,168.58,148.17,0.0736,0,sagging
18.mp4,59,right,87.19,169.38,148.1,0.0715,0,sagging
18.mp4,60,right,74.93,167.69,148.52,0.0761,0,sagging
18.mp4,61,right,63.87,167.93,148.05,0.0765,0,sagging
18.mp4,62,right,54.99,169.51,146.42,0.0749,0,sagging
18.mp4,63,right,49.03,171.1,144.96,0.0729,0,sagging
18.mp4,64,right,45.67,172.31,144.43,0.0705,0,sagging
18.mp4,65,right,44.11,172.8,144.13,0.0694,0,sagging
18.mp4,66,right,42.3,172.32,144.9,0.0699,0,sagging
18.mp4,67,right,42.25,172.39,144.74,0.0699,0,sagging
18.mp4,68,right,39.91,172.19,145.23,0.0697,0,sagging
18.mp4,69,right,39.67,172.6,145.22,0.0686,0,sagging
18.mp4,70,right,34.79,172.3,145.51,0.0687,0,sagging
18.mp4,71,right,32.26,173.57,145.29,0.0654,0,sagging
18.mp4,72,right,31.64,173.35,146.16,0.0643,0,sagging
18.mp4,73,right,30.38,174.08,145.93,0.0626,0,sagging
18.mp4,74,right,29.0,174.18,145.97,0.0623,0,sagging
18.mp4,75,right,29.19,174.4,145.92,0.0616,0,sagging
18.mp4,76,right,27.2,174.43,145.98,0.0613,0,sagging
18.mp4,77,right,26.71,174.49,145.86,0.0609,0,sagging
18.mp4,78,right,26.19,173.71,146.66,0.0615,0,sagging
18.mp4,79,right,24.11,174.74,145.37,0.0605,0,sagging
18.mp4,80,right,22.67,175.23,145.77,0.0586,0,sagging
18.mp4,81,right,21.48,175.02,146.72,0.0579,0,sagging
18.mp4,82,right,20.02,175.41,146.4,0.0572,0,sagging
18.mp4,83,right,17.89,174.93,146.7,0.0579,0,sagging
18.mp4,84,right,19.67,174.3,147.04,0.0594,0,sagging
18.mp4,85,right,18.23,174.39,145.92,0.0609,0,sagging
18.mp4,86,right,20.13,174.45,145.98,0.0609,0,sagging
18.mp4,87,right,20.14,174.2,146.27,0.0612,0,sagging
18.mp4,88,right,22.57,173.79,146.3,0.0624,0,sagging
18.mp4,89,right,22.64,173.99,146.14,0.0626,0,sagging
18.mp4,90,right,22.98,173.5,146.73,0.0627,0,sagging
18.mp4,91,right,22.88,173.4,147.09,0.0625,0,sagging
18.mp4,92,right,22.92,173.43,147.32,0.0621,0,sagging
18.mp4,93,right,23.32,173.44,147.49,0.0621,0,sagging
18.mp4,94,right,23.14,173.44,147.99,0.0613,0,sagging
18.mp4,95,right,23.46,173.15,148.23,0.0617,0,sagging
18.mp4,96,right,24.01,172.23,148.37,0.0639,0,sagging
18.mp4,97,right,24.84,172.32,148.59,0.0633,0,sagging
18.mp4,98,right,23.88,172.73,148.41,0.0625,0,sagging
18.mp4,99,right,21.94,172.56,148.12,0.0629,0,sagging
18.mp4,100,right,22.24,172.51,148.33,0.0625,0,sagging
18.mp4,101,right,22.1,172.59,148.81,0.0616,0,sagging
18.mp4,102,right,21.66,172.82,149.48,0.0599,0,sagging
18.mp4,103,right,22.63,172.15,150.24,0.0606,0,sagging
18.mp4,104,right,21.58,172.3,149.52,0.0614,0,sagging
18.mp4,105,right,23.61,171.75,149.24,0.0635,0,sagging
18.mp4,106,right,23.88,171.3,149.08,0.0651,0,sagging
18.mp4,107,right,23.5,171.6,148.66,0.065,0,sagging
18.mp4,108,right,25.31,170.91,149.26,0.0663,0,sagging
18.mp4,109,right,25.44,170.68,148.95,0.0677,0,sagging
18.mp4,110,right,27.82,170.43,148.81,0.0687,0,sagging
18.mp4,111,right,30.11,170.93,148.69,0.0672,0,sagging
18.mp4,112,right,32.23,173.62,146.39,0.0629,0,sagging
18.mp4,113,right,37.12,172.83,146.57,0.0649,0,sagging
18.mp4,114,right,49.98,173.37,145.64,0.065,0,sagging
18.mp4,115,right,55.73,170.9,147.4,0.0697,0,sagging
18.mp4,116,right,67.57,170.39,147.24,0.0717,0,sagging
18.mp4,117,right,70.99,168.29,149.5,0.074,0,sagging
18.mp4,118,right,79.83,167.08,149.85,0.0774,0,sagging
18.mp4,119,right,102.68,168.41,148.68,0.0754,0,sagging
18.mp4,120,right,97.8,166.99,150.63,0.0767,0,sagging
18.mp4,121,right,104.39,167.29,151.11,0.0747,0,sagging
18.mp4,122,right,97.41,168.25,151.24,0.0713,0,sagging
18.mp4,123,right,98.73,168.12,151.6,0.0715,0,sagging
18.mp4,124,right,105.54,168.38,150.87,0.072,0,sagging
18.mp4,125,right,109.04,169.12,150.89,0.0697,0,sagging
18.mp4,126,right,114.8,169.03,151.59,0.0692,0,sagging
18.mp4,127,right,117.99,170.93,150.59,0.0654,0,sagging
18.mp4,128,right,115.45,170.57,150.52,0.067,0,sagging
18.mp4,129,right,131.21,170.78,150.58,0.0663,0,sagging
18.mp4,130,right,134.71,172.45,149.52,0.0632,0,sagging
18.mp4,131,right,138.72,172.15,149.58,0.064,0,sagging
18.mp4,132,right,133.11,173.04,149.98,0.0604,0,sagging
18.mp4,133,right,134.67,171.12,149.87,0.0667,0,sagging
18.mp4,134,right,144.52,173.77,147.94,0.0623,0,sagging
18.mp4,135,right,151.36,174.62,149.46,0.0573,0,sagging
18.mp4,136,right,154.59,177.18,148.89,0.0509,0,sagging
18.mp4,137,right,156.55,178.07,146.91,0.0514,0,sagging
18.mp4,138,right,157.3,179.3,145.74,0.0491,0,sagging
18.mp4,139,right,158.51,179.59,145.99,0.0459,0,sagging
18.mp4,140,right,159.83,178.85,143.63,0.0468,0,sagging
18.mp4,141,right,161.07,178.68,142.61,0.0481,0,sagging
18.mp4,142,right,162.36,178.71,141.94,0.05,0,sagging
18.mp4,143,right,163.23,179.41,140.9,0.0549,0,sagging
18.mp4,144,right,164.67,179.65,139.65,0.0588,0,sagging
18.mp4,145,right,165.35,179.3,139.44,0.0617,0,sagging
18.mp4,146,right,166.69,179.46,139.09,0.0616,0,sagging
18.mp4,147,right,167.4,178.33,138.56,0.0673,0,sagging
18.mp4,148,right,167.63,177.59,137.96,0.0712,0,sagging
18.mp4,149,right,168.16,176.97,136.98,0.0755,0,sagging
18.mp4,150,right,168.95,176.8,134.65,0.0795,0,sagging
18.mp4,151,right,169.24,176.43,132.56,0.0845,0,sagging
18.mp4,152,right,169.31,176.42,131.03,0.0874,0,sagging
18.mp4,153,right,169.72,176.71,129.55,0.0889,0,sagging
Copy of push up 36.mp4,1,right,173.96,134.34,175.13,-0.0862,0,hike
Copy of push up 36.mp4,2,right,174.41,135.3,174.52,-0.0851,0,hike
Copy of push up 36.mp4,3,right,175.13,135.08,174.52,-0.0856,0,hike
Copy of push up 36.mp4,4,right,176.39,134.75,174.22,-0.0855,0,hike
Copy of push up 36.mp4,5,right,176.66,134.65,174.32,-0.0857,0,hike
Copy of push up 36.mp4,6,right,176.77,134.83,175.29,-0.0859,0,hike
Copy of push up 36.mp4,7,right,176.81,134.27,175.48,-0.0868,0,hike
Copy of push up 36.mp4,8,right,176.76,133.99,175.12,-0.0865,0,hike
Copy of push up 36.mp4,9,right,176.76,133.71,175.13,-0.0868,0,hike
Copy of push up 36.mp4,10,right,176.79,133.84,175.36,-0.0862,0,hike
Copy of push up 36.mp4,11,right,176.73,133.35,176.06,-0.0875,0,hike
Copy of push up 36.mp4,12,right,176.61,133.08,174.76,-0.0867,0,hike
Copy of push up 36.mp4,13,right,176.39,133.05,174.3,-0.0865,0,hike
Copy of push up 36.mp4,14,right,175.69,133.2,174.47,-0.0871,0,hike
Copy of push up 36.mp4,15,right,175.28,133.39,175.04,-0.0863,0,hike
Copy of push up 36.mp4,16,right,173.5,134.36,175.13,-0.0841,0,hike
Copy of push up 36.mp4,17,right,170.36,135.23,173.6,-0.0799,0,hike
Copy of push up 36.mp4,18,right,167.0,139.53,175.81,-0.0717,0,hike
Copy of push up 36.mp4,19,right,162.57,144.91,178.55,-0.063,0,hike
Copy of push up 36.mp4,20,right,156.64,144.21,177.51,-0.0618,0,hike
Copy of push up 36.mp4,21,right,151.58,144.84,179.26,-0.061,0,hike
Copy of push up 36.mp4,22,right,142.64,156.47,176.58,-0.0429,0,hike
Copy of push up 36.mp4,23,right,137.05,158.0,177.51,-0.0395,0,salah
Copy of push up 36.mp4,24,right,127.44,167.17,179.14,-0.0214,0,salah
Copy of push up 36.mp4,25,right,119.61,168.05,179.23,-0.02,0,salah
Copy of push up 36.mp4,26,right,109.81,165.98,177.06,-0.0211,0,salah
Copy of push up 36.mp4,27,right,101.9,165.43,175.46,-0.0208,0,salah
Copy of push up 36.mp4,28,right,92.26,171.42,175.7,-0.0109,0,salah
Copy of push up 36.mp4,29,right,83.87,169.75,178.26,-0.0163,0,salah
Copy of push up 36.mp4,30,right,78.9,173.08,179.04,-0.0125,0,salah
Copy of push up 36.mp4,31,right,72.25,173.97,176.71,-0.0133,0,salah
Copy of push up 36.mp4,32,right,65.98,173.83,172.07,-0.018,0,salah
Copy of push up 36.mp4,33,right,61.97,173.06,172.65,-0.0193,0,salah
Copy of push up 36.mp4,34,right,59.72,171.26,172.94,-0.0228,0,salah
Copy of push up 36.mp4,35,right,56.83,165.98,179.15,-0.0273,0,salah
Copy of push up 36.mp4,36,right,55.02,168.5,177.19,-0.0251,0,salah
Copy of push up 36.mp4,37,right,52.7,167.2,175.6,-0.0296,0,salah
Copy of push up 36.mp4,38,right,50.0,165.73,174.4,-0.0342,0,salah
Copy of push up 36.mp4,39,right,50.51,163.93,179.14,-0.033,0,salah
Copy of push up 36.mp4,40,right,49.35,163.87,179.08,-0.032,0,salah
Copy of push up 36.mp4,41,right,48.37,162.87,178.14,-0.0331,0,salah
Copy of push up 36.mp4,42,right,47.72,162.09,176.42,-0.033,0,salah
Copy of push up 36.mp4,43,right,47.72,161.32,175.53,-0.0338,0,salah
Copy of push up 36.mp4,44,right,47.86,160.89,174.75,-0.0344,0,salah
Copy of push up 36.mp4,45,right,47.7,160.99,175.12,-0.0343,0,salah
Copy of push up 36.mp4,46,right,47.47,158.82,170.87,-0.0343,0,salah
Copy of push up 36.mp4,47,right,47.6,158.52,168.42,-0.0324,0,salah
Copy of push up 36.mp4,48,right,47.44,158.25,167.72,-0.0323,0,salah
Copy of push up 36.mp4,49,right,47.99,159.65,168.26,-0.0299,0,salah
Copy of push up 36.mp4,50,right,48.24,160.3,169.32,-0.0297,0,salah
Copy of push up 36.mp4,51,right,48.42,160.5,169.29,-0.0294,0,salah
Copy of push up 36.mp4,52,right,48.02,160.76,168.8,-0.0283,0,salah
Copy of push up 36.mp4,53,right,48.82,160.92,167.65,-0.0265,0,salah
Copy of push up 36.mp4,54,right,52.77,164.01,176.02,-0.0281,0,salah
Copy of push up 36.mp4,55,right,56.9,167.1,177.35,-0.0275,0,salah
Copy of push up 36.mp4,56,right,65.75,170.13,174.89,-0.0232,0,salah
Copy of push up 36.mp4,57,right,71.25,165.62,178.7,-0.0277,0,salah
Copy of push up 36.mp4,58,right,84.45,162.46,175.72,-0.0354,0,salah
Copy of push up 36.mp4,59,right,92.79,157.54,176.85,-0.0429,0,hike
Copy of push up 36.mp4,60,right,114.7,156.89,178.53,-0.038,0,salah
Copy of push up 36.mp4,61,right,123.78,157.51,178.33,-0.0363,0,salah
Copy of push up 36.mp4,62,right,132.43,156.81,177.8,-0.0372,0,salah
Copy of push up 36.mp4,63,right,134.29,152.33,178.54,-0.0465,0,hike
Copy of push up 36.mp4,64,right,144.09,151.54,176.45,-0.0475,0,hike
Copy of push up 36.mp4,65,right,150.45,144.93,174.45,-0.0586,0,hike
Copy of push up 36.mp4,66,right,158.82,140.92,171.87,-0.0641,0,hike
Copy of push up 36.mp4,67,right,162.87,143.98,174.4,-0.0616,0,hike
Copy of push up 36.mp4,68,right,165.29,142.08,175.44,-0.0681,0,hike
Copy of push up 36.mp4,69,right,167.44,142.08,173.67,-0.0692,0,hike
Copy of push up 36.mp4,70,right,171.4,142.91,172.44,-0.0684,0,hike
Copy of push up 36.mp4,71,right,174.79,142.12,173.69,-0.0717,0,hike
Copy of push up 36.mp4,72,right,177.31,137.54,173.67,-0.0821,0,hike
Copy of push up 36.mp4,73,right,177.52,137.5,175.19,-0.0826,0,hike
Copy of push up 36.mp4,74,right,177.53,139.09,178.1,-0.0821,0,hike
Copy of push up 36.mp4,75,right,178.11,138.53,178.43,-0.0828,0,hike
Copy of push up 36.mp4,76,right,177.8,137.26,177.89,-0.0847,0,hike
Copy of push up 36.mp4,77,right,178.01,136.12,177.41,-0.0873,0,hike
Copy of push up 36.mp4,78,right,178.13,135.64,177.14,-0.088,0,hike
Copy of push up 36.mp4,79,right,177.86,135.15,177.16,-0.0883,0,hike
Copy of push up 36.mp4,80,right,178.14,135.81,177.97,-0.0889,0,hike
Copy of push up 36.mp4,81,right,178.06,135.89,177.71,-0.0881,0,hike
Copy of push up 36.mp4,82,right,178.11,136.1,177.48,-0.0872,0,hike
Copy of push up 36.mp4,83,right,178.02,135.36,176.84,-0.0879,0,hike
10.mp4,1,right,179.04,161.45,169.26,-0.0376,0,salah
10.mp4,2,right,178.01,160.93,168.84,-0.0384,0,salah
10.mp4,3,right,178.72,160.41,168.65,-0.0395,0,salah
10.mp4,4,right,178.88,159.65,168.25,-0.041,0,hike
10.mp4,5,right,179.04,159.29,168.47,-0.0422,0,hike
10.mp4,6,right,179.22,159.22,168.58,-0.0426,0,hike
10.mp4,7,right,179.29,158.91,168.31,-0.0431,0,hike
10.mp4,8,right,178.92,159.2,168.31,-0.0422,0,hike
10.mp4,9,right,179.01,159.31,167.26,-0.0404,0,hike
10.mp4,10,right,179.53,159.28,166.52,-0.0396,0,salah
10.mp4,11,right,179.52,160.22,166.36,-0.0369,0,salah
10.mp4,12,right,179.21,160.39,166.1,-0.036,0,salah
10.mp4,13,right,179.13,162.31,166.75,-0.0315,0,salah
10.mp4,14,right,179.14,162.48,166.16,-0.0302,0,salah
10.mp4,15,right,179.39,162.41,165.03,-0.0289,0,salah
10.mp4,16,right,179.37,162.7,165.05,-0.0281,0,salah
10.mp4,17,right,178.28,162.59,164.81,-0.0281,0,salah
10.mp4,18,right,178.23,162.77,164.73,-0.0275,0,salah
10.mp4,19,right,179.5,163.44,165.04,-0.026,0,salah
10.mp4,20,right,179.38,163.36,164.57,-0.0255,0,salah
10.mp4,21,right,179.34,163.63,164.63,-0.0248,0,salah
10.mp4,22,right,179.08,164.55,164.92,-0.0227,0,salah
10.mp4,23,right,179.12,165.58,165.34,-0.0204,0,salah
10.mp4,24,right,178.66,165.39,164.88,-0.0202,0,salah
10.mp4,25,right,179.19,167.36,164.43,-0.0142,0,salah
10.mp4,26,right,179.08,167.54,163.87,-0.0129,0,salah
10.mp4,27,right,178.8,167.15,163.61,-0.0135,0,salah
10.mp4,28,right,178.99,167.35,163.26,-0.0125,0,salah
10.mp4,29,right,179.01,168.46,163.43,-0.0096,0,salah
10.mp4,30,right,179.51,168.32,163.26,-0.0097,0,salah
10.mp4,31,right,179.56,169.35,162.37,-0.0057,0,salah
10.mp4,32,right,179.3,169.34,162.17,-0.0053,0,salah
10.mp4,33,right,178.91,169.16,161.92,-0.0055,0,salah
10.mp4,34,right,178.63,169.76,161.45,-0.0032,0,salah
10.mp4,35,right,179.0,169.65,160.75,-0.0025,0,salah
10.mp4,36,right,179.18,169.49,160.58,-0.0026,0,salah
10.mp4,37,right,179.3,169.0,159.83,-0.0031,0,salah
10.mp4,38,right,178.92,169.09,159.49,-0.0024,0,salah
10.mp4,39,right,177.18,169.57,159.66,-0.0012,0,salah
10.mp4,40,right,177.1,168.84,159.11,-0.0025,0,salah
10.mp4,41,right,177.77,169.01,159.49,-0.0023,0,salah
10.mp4,42,right,177.6,169.5,159.2,-0.0005,0,salah
10.mp4,43,right,177.12,170.37,158.73,0.0025,0,salah
10.mp4,44,right,176.17,169.65,157.29,0.0022,0,salah
10.mp4,45,right,171.0,170.16,157.23,0.0038,0,salah
10.mp4,46,right,167.32,171.51,158.77,0.0056,0,salah
10.mp4,47,right,165.6,171.44,159.89,0.0039,0,salah
10.mp4,48,right,170.61,169.48,156.36,0.0029,0,salah
10.mp4,49,right,167.43,168.25,155.23,0.0008,0,salah
10.mp4,50,right,170.15,167.13,155.56,-0.0025,0,salah
10.mp4,51,right,169.54,169.46,155.12,0.0043,0,salah
10.mp4,52,right,167.37,168.11,156.52,-0.0008,0,salah
10.mp4,53,right,166.15,169.87,156.38,0.004,0,salah
10.mp4,54,right,164.38,170.42,155.39,0.0067,0,salah
10.mp4,55,right,154.06,171.87,153.65,0.0125,0,salah
10.mp4,56,right,150.84,173.36,152.42,0.0176,0,salah
10.mp4,57,right,118.57,172.2,151.61,0.0155,0,salah
10.mp4,58,right,81.65,171.57,151.96,0.0134,0,salah
10.mp4,59,right,111.69,172.96,153.73,0.0156,0,salah
10.mp4,60,right,115.58,173.15,152.74,0.0172,0,salah
10.mp4,61,right,89.26,172.88,150.75,0.0189,0,salah
10.mp4,62,right,88.5,175.6,152.44,0.0235,0,salah
10.mp4,63,right,73.58,177.61,154.12,0.0266,0,salah
10.mp4,64,right,78.23,174.88,150.58,0.0242,0,salah
10.mp4,65,right,93.84,177.71,152.49,0.0288,0,salah
10.mp4,66,right,84.44,177.19,155.64,0.0371,0,salah
10.mp4,67,right,89.8,177.27,154.58,0.0381,0,salah
10.mp4,68,right,97.85,173.67,155.6,0.0457,0,sagging
10.mp4,69,right,61.43,173.62,154.17,0.0476,0,sagging
10.mp4,70,right,83.14,174.69,153.69,0.0455,0,sagging
10.mp4,71,right,59.19,173.4,153.75,0.0486,0,sagging
10.mp4,72,right,66.36,173.53,153.78,0.0482,0,sagging
10.mp4,73,right,77.71,173.22,153.07,0.0498,0,sagging
10.mp4,74,right,78.92,173.32,153.51,0.049,0,sagging
10.mp4,75,right,74.25,172.03,153.71,0.052,0,sagging
10.mp4,76,right,80.33,173.76,149.12,0.0532,0,sagging
10.mp4,77,right,92.26,174.86,146.07,0.0542,0,sagging
10.mp4,78,right,85.6,174.63,147.62,0.0527,0,sagging
10.mp4,79,right,82.31,175.45,147.03,0.0509,0,sagging
10.mp4,80,right,79.67,175.78,147.12,0.05,0,sagging
10.mp4,81,right,80.57,176.09,146.94,0.0497,0,sagging
10.mp4,82,right,78.74,176.14,146.86,0.0497,0,sagging
10.mp4,83,right,77.18,175.8,146.67,0.0507,0,sagging
10.mp4,84,right,79.49,174.39,148.31,0.0522,0,sagging
10.mp4,85,right,80.32,173.56,149.08,0.0536,0,sagging
10.mp4,86,right,71.31,174.72,149.82,0.0498,0,sagging
10.mp4,87,right,99.75,176.01,149.96,0.0466,0,sagging
10.mp4,88,right,108.36,176.39,150.86,0.0447,0,sagging
10.mp4,89,right,111.84,177.15,151.16,0.0424,0,sagging
10.mp4,90,right,113.84,178.36,150.04,0.0409,0,sagging
10.mp4,91,right,80.15,179.48,148.1,0.0402,0,sagging
10.mp4,92,right,135.25,179.1,146.67,0.0435,0,sagging
10.mp4,93,right,118.1,177.09,146.6,0.0343,0,salah
10.mp4,94,right,132.34,178.64,148.85,0.0357,0,salah
10.mp4,95,right,126.21,176.7,150.42,0.0286,0,salah
10.mp4,96,right,131.36,176.72,151.41,0.0275,0,salah
10.mp4,97,right,141.71,175.4,150.32,0.0255,0,salah
10.mp4,98,right,142.72,177.88,153.2,0.0286,0,salah
10.mp4,99,right,157.48,177.27,155.25,0.0244,0,salah
10.mp4,100,right,163.86,178.37,154.88,0.0284,0,salah
10.mp4,101,right,164.4,177.03,159.09,0.0197,0,salah
10.mp4,102,right,165.59,177.82,157.5,0.024,0,salah
10.mp4,103,right,168.94,176.7,156.74,0.0219,0,salah
10.mp4,104,right,169.67,176.4,157.94,0.0197,0,salah
10.mp4,105,right,162.43,176.01,158.44,0.0181,0,salah
10.mp4,106,right,162.57,175.93,157.48,0.0191,0,salah
10.mp4,107,right,169.74,177.3,156.35,0.0248,0,salah
10.mp4,108,right,171.59,178.63,155.79,0.0298,0,salah
10.mp4,109,right,174.33,178.94,155.54,0.0307,0,salah
10.mp4,110,right,175.39,179.35,155.84,0.0319,0,salah
10.mp4,111,right,177.49,179.31,156.57,0.0308,0,salah
10.mp4,112,right,178.07,179.25,156.86,0.0303,0,salah
10.mp4,113,right,178.98,179.43,157.82,0.0299,0,salah
10.mp4,114,right,179.36,179.55,158.39,0.0312,0,salah
10.mp4,115,right,179.57,178.59,159.16,0.0334,0,salah
10.mp4,116,right,179.42,178.44,159.04,0.0341,0,salah
10.mp4,117,right,178.66,179.1,159.2,0.0316,0,salah
10.mp4,118,right,178.43,178.73,160.67,0.0309,0,salah
10.mp4,119,right,178.61,178.31,160.95,0.0317,0,salah
10.mp4,120,right,178.51,179.05,160.09,0.0307,0,salah
10.mp4,121,right,177.91,178.84,160.73,0.0306,0,salah
10.mp4,122,right,178.0,179.61,160.43,0.0279,0,salah
10.mp4,123,right,177.85,179.59,160.67,0.0278,0,salah
10.mp4,124,right,178.23,179.59,160.91,0.0274,0,salah
10.mp4,125,right,178.29,179.48,158.92,0.0287,0,salah
10.mp4,126,right,178.39,179.6,159.15,0.0291,0,salah
Copy of push up 152.mp4,1,left,173.01,7.52,167.34,0.1635,0,sagging
Copy of push up 152.mp4,2,right,163.02,19.22,144.56,-4.2973,0,hike
Copy of push up 152.mp4,3,right,164.87,24.06,97.69,-0.2327,0,hike
Copy of push up 152.mp4,4,right,167.66,21.23,129.49,1.0224,0,sagging
Copy of push up 152.mp4,5,right,169.8,37.95,92.39,-0.3037,0,hike
Copy of push up 152.mp4,6,right,170.23,31.27,112.29,-0.2689,0,hike
Copy of push up 152.mp4,7,right,172.29,41.55,70.69,-0.4295,0,hike
Copy of push up 152.mp4,8,right,171.67,31.55,87.88,-0.5603,0,hike
Copy of push up 152.mp4,9,right,173.55,23.75,104.9,-0.1213,0,hike
Copy of push up 152.mp4,11,right,162.25,158.21,153.92,-0.0286,0,salah
Copy of push up 152.mp4,12,right,160.11,175.92,140.07,0.0428,0,sagging
Copy of push up 152.mp4,13,right,156.69,175.66,136.64,0.0784,0,sagging
Copy of push up 152.mp4,14,right,154.58,176.17,130.5,0.0874,0,sagging
Copy of push up 152.mp4,15,right,151.39,172.44,129.87,0.1024,0,sagging
Copy of push up 152.mp4,16,right,148.03,173.91,128.35,0.1014,0,sagging
Copy of push up 152.mp4,17,right,144.87,173.69,125.91,0.1059,0,sagging
Copy of push up 152.mp4,18,right,139.24,173.79,126.46,0.1048,0,sagging
Copy of push up 152.mp4,19,right,130.85,173.49,127.51,0.1036,0,sagging
Copy of push up 152.mp4,20,right,124.66,172.14,129.48,0.1045,0,sagging
Copy of push up 152.mp4,21,right,118.88,172.51,128.76,0.1047,0,sagging
Copy of push up 152.mp4,22,right,112.34,172.44,129.27,0.1041,0,sagging
Copy of push up 152.mp4,23,right,108.71,172.94,130.82,0.1,0,sagging
Copy of push up 152.mp4,24,right,104.57,172.89,132.35,0.0978,0,sagging
Copy of push up 152.mp4,25,right,101.3,171.32,134.15,0.0997,0,sagging
Copy of push up 152.mp4,26,right,97.36,168.33,136.8,0.1057,0,sagging
Copy of push up 152.mp4,27,right,91.83,167.19,137.72,0.1077,0,sagging
Copy of push up 152.mp4,28,right,87.73,163.75,140.51,0.1141,0,sagging
Copy of push up 152.mp4,29,right,85.33,161.0,142.87,0.1195,0,sagging
Copy of push up 152.mp4,30,right,85.5,158.73,143.93,0.1248,0,sagging
Copy of push up 152.mp4,31,right,84.46,159.12,144.31,0.1223,0,sagging
Copy of push up 152.mp4,32,right,85.3,159.24,144.39,0.1221,0,sagging
Copy of push up 152.mp4,33,right,86.57,159.53,143.76,0.122,0,sagging
Copy of push up 152.mp4,34,right,86.54,160.06,142.99,0.1219,0,sagging
Copy of push up 152.mp4,35,right,86.84,160.64,142.44,0.1215,0,sagging
Copy of push up 152.mp4,36,right,89.86,160.35,141.79,0.1241,0,sagging
Copy of push up 152.mp4,37,right,96.37,160.42,139.43,0.1287,0,sagging
Copy of push up 152.mp4,38,right,101.19,164.62,135.69,0.1209,0,sagging
Copy of push up 152.mp4,39,right,104.86,166.67,132.56,0.1196,0,sagging
Copy of push up 152.mp4,40,right,113.03,169.16,130.04,0.1153,0,sagging
Copy of push up 152.mp4,41,right,123.21,171.85,127.0,0.1117,0,sagging
Copy of push up 152.mp4,42,right,129.6,174.33,124.57,0.1064,0,sagging
Copy of push up 152.mp4,43,right,138.14,177.74,121.3,0.0993,0,sagging
Copy of push up 152.mp4,44,right,142.33,179.71,120.67,0.0911,0,sagging
Copy of push up 152.mp4,45,right,147.65,179.44,121.16,0.0876,0,sagging
Copy of push up 152.mp4,46,right,151.41,177.54,128.79,0.0861,0,sagging
Copy of push up 152.mp4,47,right,153.14,176.39,133.17,0.0832,0,sagging
Copy of push up 152.mp4,48,right,155.19,178.41,134.33,0.0748,0,sagging
Copy of push up 152.mp4,49,right,156.72,176.56,137.23,0.0763,0,sagging
Copy of push up 152.mp4,50,right,158.17,179.1,136.17,0.0687,0,sagging
Copy of push up 152.mp4,51,right,159.06,179.33,137.78,0.0655,0,sagging
Copy of push up 152.mp4,52,right,159.7,179.31,138.2,0.0606,0,sagging
Copy of push up 152.mp4,53,right,161.31,179.54,139.61,0.0598,0,sagging
Copy of push up 152.mp4,54,right,162.11,178.32,142.88,0.0503,0,sagging
Copy of push up 152.mp4,55,right,163.1,175.24,145.35,0.0371,0,salah
Copy of push up 152.mp4,56,right,165.45,175.4,144.96,0.0381,0,salah
Copy of push up 152.mp4,57,right,166.49,174.47,145.9,0.0329,0,salah
Copy of push up 152.mp4,58,right,168.02,176.23,147.69,0.0359,0,salah
Copy of push up 152.mp4,59,right,168.42,174.64,145.86,0.0331,0,salah
Copy of push up 152.mp4,60,right,168.72,175.22,146.6,0.0342,0,salah
Copy of push up 152.mp4,61,right,168.87,175.33,147.87,0.0325,0,salah
Copy of push up 152.mp4,62,right,168.97,174.35,145.22,0.0327,0,salah
Copy of push up 152.mp4,63,right,168.93,174.34,145.09,0.0328,0,salah
Copy of push up 152.mp4,64,right,169.06,174.48,144.96,0.0336,0,salah
Copy of push up 152.mp4,65,right,169.18,174.66,145.15,0.0341,0,salah
Copy of push up 152.mp4,66,right,169.29,174.65,145.12,0.0341,0,salah
1.mp4,1,right,171.3,165.44,157.98,-0.0137,0,salah
1.mp4,2,right,171.53,167.73,156.34,-0.0043,0,salah
1.mp4,3,right,171.77,167.7,156.83,-0.005,0,salah
1.mp4,4,right,172.22,168.23,156.83,-0.0043,0,salah
1.mp4,5,right,171.03,169.29,158.03,-0.0022,0,salah
1.mp4,6,right,172.47,170.06,158.97,-0.0012,0,salah
